slug,url_atual,url_imagem_final,similaridade
o-poder-da-tecnologia-e-automacao-de-marketing-para-os-negocios,https://mclair.com.br/blog/o-poder-da-tecnologia-e-automacao-de-marketing-para-os-negocios/,https://mclair.com.br/uploads/blog/2020/o-poder-da-tecnologia-e-automacao-de-marketing-para-os-negocios.jpg,0.895
serie-lupin-movimenta-consumo-e-reitera-potencia-do-audiovisual,https://mclair.com.br/blog/serie-lupin-movimenta-consumo-e-reitera-potencia-do-audiovisual/,https://mclair.com.br/uploads/blog/2021/serie-lupin-movimenta-consumo-e-reitera-potencia-do-audiovisual.jpg,0.895
transforme-subjetividade-em-metodo-sua-missao-ficara-mais-facil,https://mclair.com.br/blog/transforme-subjetividade-em-metodo-sua-missao-ficara-mais-facil/,https://mclair.com.br/uploads/blog/2021/transforme-subjetividade-em-metodo-sua-missao-ficara-mais-facil.jpg,0.895
caixa-leiloa-400-imoveis-com-descontos-de-ate-60-em-todo-o-pais,https://mclair.com.br/blog/caixa-leiloa-400-imoveis-com-descontos-de-ate-60-em-todo-o-pais/,https://mclair.com.br/uploads/blog/2022/caixa-leiloa-400-imoveis-com-descontos-de-ate-60-em-todo-o-pais.jpeg,0.895
marketing-digital-4-series-da-netflix-para-maratonar-nas-ferias,https://mclair.com.br/blog/marketing-digital-4-series-da-netflix-para-maratonar-nas-ferias/,https://mclair.com.br/uploads/blog/2023/marketing-digital-4-series-da-netflix-para-maratonar-nas-ferias.jpg,0.895
case-o-gambito-da-rainha-o-que-isso-tem-a-ver-com-a-sua-marca,https://mclair.com.br/blog/case-o-gambito-da-rainha-o-que-isso-tem-a-ver-com-a-sua-marca/,https://mclair.com.br/uploads/blog/2020/case-o-gambito-da-rainha-o-que-isso-tem-a-ver-com-a-sua-marca.png,0.891
democracia-organizacional-tornam-empresa-de-tecnologia-referencia,https://mclair.com.br/blog/democracia-organizacional-tornam-empresa-de-tecnologia-referencia/,https://mclair.com.br/uploads/blog/2020/democracia-organizacional-tornam-empresa-de-tecnologia-referencia.jpg,0.889
vissla-lanca-plataforma-para-potencializar-campanhas-de-marketing,https://mclair.com.br/blog/vissla-lanca-plataforma-para-potencializar-campanhas-de-marketing/,https://mclair.com.br/uploads/blog/2020/vissla-lanca-plataforma-para-potencializar-campanhas-de-marketing.png,0.889
7-razoes-para-implementar-a-automacao-de-processos-na-sua-empresa,https://mclair.com.br/blog/7-razoes-para-implementar-a-automacao-de-processos-na-sua-empresa/,https://mclair.com.br/uploads/blog/2022/7-razoes-para-implementar-a-automacao-de-processos-na-sua-empresa.png,0.889
o-marketing-por-tras-do-universo-gamer-e-a-sua-ascensao-no-brasil,https://mclair.com.br/blog/o-marketing-por-tras-do-universo-gamer-e-a-sua-ascensao-no-brasil/,https://mclair.com.br/uploads/blog/2023/o-marketing-por-tras-do-universo-gamer-e-a-sua-ascensao-no-brasil.jpg,0.889
5-series-e-filmes-impactantes-sobre-esg-para-maratonar-no-feriado,https://mclair.com.br/blog/5-series-e-filmes-impactantes-sobre-esg-para-maratonar-no-feriado/,https://mclair.com.br/uploads/blog/2022/5-series-e-filmes-impactantes-sobre-esg-para-maratonar-no-feriado.jpg,0.889
nexinvoice-e-pioneiro-em-automacao-inteligente-do-contas-a-pagar,https://mclair.com.br/blog/nexinvoice-e-pioneiro-em-automacao-inteligente-do-contas-a-pagar/,https://mclair.com.br/uploads/blog/2021/nexinvoice-e-pioneiro-em-automacao-inteligente-do-contas-a-pagar.jpeg,0.887
a-era-da-automacao-e-os-impactos-para-os-negocios-e-consumidores,https://mclair.com.br/blog/a-era-da-automacao-e-os-impactos-para-os-negocios-e-consumidores/,https://mclair.com.br/uploads/blog/2021/a-era-da-automacao-e-os-impactos-para-os-negocios-e-consumidores.jpg,0.887
pos-licenca-a-realidade-e-rotina-de-uma-mae-na-volta-ao-trabalho,https://mclair.com.br/blog/pos-licenca-a-realidade-e-rotina-de-uma-mae-na-volta-ao-trabalho/,https://mclair.com.br/uploads/blog/2022/pos-licenca-a-realidade-e-rotina-de-uma-mae-na-volta-ao-trabalho.png,0.887
moto-clube-brasileiro-promove-campanha-mundial-de-doacao-de-sangue,https://mclair.com.br/blog/moto-clube-brasileiro-promove-campanha-mundial-de-doacao-de-sangue/,https://mclair.com.br/uploads/blog/2022/moto-clube-brasileiro-promove-campanha-mundial-de-doacao-de-sangue.jpg,0.881
leilao-do-bradesco-traz-52-imoveis-com-precos-a-partir-de-r-40-mil,https://mclair.com.br/blog/leilao-do-bradesco-traz-52-imoveis-com-precos-a-partir-de-r-40-mil/,https://mclair.com.br/uploads/blog/2025/leilao-do-bradesco-traz-52-imoveis-com-precos-a-partir-de-r-40-mil.jpg,0.881
digitalizacao-evidencia-o-abismo-entre-o-ensino-publico-e-o-privado,https://mclair.com.br/blog/digitalizacao-evidencia-o-abismo-entre-o-ensino-publico-e-o-privado/,https://mclair.com.br/uploads/blog/2020/digitalizacao-evidencia-o-abismo-entre-o-ensino-publico-e-o-privado.jpg,0.874
como-a-gamificacao-tornou-se-estrategia-people-first-na-era-digital,https://mclair.com.br/blog/como-a-gamificacao-tornou-se-estrategia-people-first-na-era-digital/,https://mclair.com.br/uploads/blog/2021/como-a-gamificacao-tornou-se-estrategia-people-first-na-era-digital.jpg,0.874
comunicacao-com-proposito-e-a-base-para-uma-reputacao-de-autoridade,https://mclair.com.br/blog/comunicacao-com-proposito-e-a-base-para-uma-reputacao-de-autoridade/,https://mclair.com.br/uploads/blog/2023/comunicacao-com-proposito-e-a-base-para-uma-reputacao-de-autoridade.png,0.874
fidalgo-amplia-portfolio-de-negocios-com-novos-segmentos-de-leiloes,https://mclair.com.br/blog/fidalgo-amplia-portfolio-de-negocios-com-novos-segmentos-de-leiloes/,https://mclair.com.br/uploads/blog/2023/fidalgo-amplia-portfolio-de-negocios-com-novos-segmentos-de-leiloes.jpeg,0.874
abrolhos-filmes-lanca-video-manifesto-para-reforcar-posicionamento,https://mclair.com.br/blog/abrolhos-filmes-lanca-video-manifesto-para-reforcar-posicionamento/,https://mclair.com.br/uploads/blog/2021/abrolhos-filmes-lanca-video-manifesto-para-reforcar-posicionamento.jpg,0.872
5-passos-para-tornar-as-praticas-de-esg-uma-realidade-em-sua-empresa,https://mclair.com.br/blog/5-passos-para-tornar-as-praticas-de-esg-uma-realidade-em-sua-empresa/,https://mclair.com.br/uploads/blog/2021/5-passos-para-tornar-as-praticas-de-esg-uma-realidade-em-sua-empresa.jpg,0.867
desenvolvimento-de-software-moldara-o-futuro-das-carreiras-e-empresas,https://mclair.com.br/blog/desenvolvimento-de-software-moldara-o-futuro-das-carreiras-e-empresas/,https://mclair.com.br/uploads/blog/2020/desenvolvimento-de-software-moldara-o-futuro-das-carreiras-e-empresas.jpg,0.86
cubo-comunicacao-anuncia-rebranding-e-plano-de-expansao-para-a-europa,https://mclair.com.br/blog/cubo-comunicacao-anuncia-rebranding-e-plano-de-expansao-para-a-europa/,https://mclair.com.br/uploads/blog/2023/cubo-comunicacao-anuncia-rebranding-e-plano-de-expansao-para-a-europa.jpg,0.86
a-importancia-dos-3-c-s-para-a-implementacao-do-esg-nas-organizacoes,https://mclair.com.br/blog/a-importancia-dos-3-c-s-para-a-implementacao-do-esg-nas-organizacoes/,https://mclair.com.br/uploads/blog/2022/a-importancia-dos-3-c-s-para-a-implementacao-do-esg-nas-organizacoes.png,0.857
inteligencia-artificial-consenso-e-a-chave-para-um-mundo-robotizado,https://mclair.com.br/blog/inteligencia-artificial-consenso-e-a-chave-para-um-mundo-robotizado/,https://mclair.com.br/uploads/blog/2022/inteligencia-artificial-consenso-e-a-chave-para-um-mundo-robotizado.jpg,0.855
largar-tudo-nem-sempre-e-solucao-para-os-cansados-do-mundo-corporativo,https://mclair.com.br/blog/largar-tudo-nem-sempre-e-solucao-para-os-cansados-do-mundo-corporativo/,https://mclair.com.br/uploads/blog/2021/largar-tudo-nem-sempre-e-solucao-para-os-cansados-do-mundo-corporativo.jpg,0.852
boa-gestao-de-pessoas-ajuda-a-reduzir-o-deficit-de-profissionais-de-ti,https://mclair.com.br/blog/boa-gestao-de-pessoas-ajuda-a-reduzir-o-deficit-de-profissionais-de-ti/,https://mclair.com.br/uploads/blog/2021/boa-gestao-de-pessoas-ajuda-a-reduzir-o-deficit-de-profissionais-de-ti.jpg,0.852
maternidade-e-trabalho-um-mes-para-nos-e-todos-os-outros-dias-de-luta,https://mclair.com.br/blog/maternidade-e-trabalho-um-mes-para-nos-e-todos-os-outros-dias-de-luta/,https://mclair.com.br/uploads/blog/2022/maternidade-e-trabalho-um-mes-para-nos-e-todos-os-outros-dias-de-luta.jpg,0.85
missao-angola-como-a-quinto-andar-me-ajudou-a-vender-milho-na-africa,https://mclair.com.br/blog/missao-angola-como-a-quinto-andar-me-ajudou-a-vender-milho-na-africa/,https://mclair.com.br/uploads/blog/2021/missao-angola-como-a-quinto-andar-me-ajudou-a-vender-milho-na-africa.jpeg,0.847
recursos-digitais-potencializam-eficiencia-e-economia-ao-setor-de-saud,https://mclair.com.br/blog/recursos-digitais-potencializam-eficiencia-e-economia-ao-setor-de-saud/,https://mclair.com.br/uploads/blog/2020/recursos-digitais-potencializam-eficiencia-e-economia-ao-setor-de-saud.jpg,0.846
brasil-apresenta-solucoes-para-a-industria-latinoamericana-de-mineraca,https://mclair.com.br/blog/brasil-apresenta-solucoes-para-a-industria-latinoamericana-de-mineraca/,https://mclair.com.br/uploads/blog/2023/brasil-apresenta-solucoes-para-a-industria-latinoamericana-de-mineraca.jpg,0.846
liderando-no-novo-mundo-quais-os-desafios-das-empresas-no-pos-covid-19,https://mclair.com.br/blog/liderando-no-novo-mundo-quais-os-desafios-das-empresas-no-pos-covid-19/,https://mclair.com.br/uploads/blog/2020/liderando-no-novo-mundo-quais-os-desafios-das-empresas-no-pos-covid-19.jpg,0.843
3-dicas-para-equilibrar-o-controle-e-velocidade-nas-tomadas-de-decisao,https://mclair.com.br/blog/3-dicas-para-equilibrar-o-controle-e-velocidade-nas-tomadas-de-decisao/,https://mclair.com.br/uploads/blog/2020/3-dicas-para-equilibrar-o-controle-e-velocidade-nas-tomadas-de-decisao.jpg,0.843
transformacao-digital-evidencia-a-importancia-de-profissionais-agilist,https://mclair.com.br/blog/transformacao-digital-evidencia-a-importancia-de-profissionais-agilist/,https://mclair.com.br/uploads/blog/2020/transformacao-digital-evidencia-a-importancia-de-profissionais-agilist.jpg,0.839
as-licoes-sobre-adaptabilidade-e-gestao-de-pessoas-na-era-do-home-offi,https://mclair.com.br/blog/as-licoes-sobre-adaptabilidade-e-gestao-de-pessoas-na-era-do-home-offi/,https://mclair.com.br/uploads/blog/2021/as-licoes-sobre-adaptabilidade-e-gestao-de-pessoas-na-era-do-home-offi.png,0.839
startup-cresce-400-com-servicos-de-valuation-para-o-mercado-de-cannabi,https://mclair.com.br/blog/startup-cresce-400-com-servicos-de-valuation-para-o-mercado-de-cannabi/,https://mclair.com.br/uploads/blog/2021/startup-cresce-400-com-servicos-de-valuation-para-o-mercado-de-cannabi.jpg,0.836
rh-e-o-futuro-do-trabalho-quais-as-tendencias-para-os-proximos-10-anos,https://mclair.com.br/blog/rh-e-o-futuro-do-trabalho-quais-as-tendencias-para-os-proximos-10-anos/,https://mclair.com.br/uploads/blog/2023/rh-e-o-futuro-do-trabalho-quais-as-tendencias-para-os-proximos-10-anos.png,0.833
guiando-esta-entre-as-melhores-empresas-para-trabalhar-em-mg-segundo-g,https://mclair.com.br/blog/guiando-esta-entre-as-melhores-empresas-para-trabalhar-em-mg-segundo-g/,https://mclair.com.br/uploads/blog/2021/guiando-esta-entre-as-melhores-empresas-para-trabalhar-em-mg-segundo-g.png,0.832
home-office-e-transformacao-digital-impulsionam-retomada-de-investimen,https://mclair.com.br/blog/home-office-e-transformacao-digital-impulsionam-retomada-de-investimen/,https://mclair.com.br/uploads/blog/2021/home-office-e-transformacao-digital-impulsionam-retomada-de-investimen.jpg,0.832
zbra-anuncia-rebranding-com-reforco-do-posicionamento-para-o-mercado-t,https://mclair.com.br/blog/zbra-anuncia-rebranding-com-reforco-do-posicionamento-para-o-mercado-t/,https://mclair.com.br/uploads/blog/2022/zbra-anuncia-rebranding-com-reforco-do-posicionamento-para-o-mercado-t.jpeg,0.832
como-atrair-os-zillennials-para-a-sua-marca-por-meio-do-marketing-digi,https://mclair.com.br/blog/como-atrair-os-zillennials-para-a-sua-marca-por-meio-do-marketing-digi/,https://mclair.com.br/uploads/blog/2023/como-atrair-os-zillennials-para-a-sua-marca-por-meio-do-marketing-digi.jpg,0.832
ha-futuro-para-o-mercado-de-tecnologia-sem-cultura-organizacional-dive,https://mclair.com.br/blog/ha-futuro-para-o-mercado-de-tecnologia-sem-cultura-organizacional-dive/,https://mclair.com.br/uploads/blog/2022/ha-futuro-para-o-mercado-de-tecnologia-sem-cultura-organizacional-dive.jpg,0.832
lideranca-de-times-de-engenharia-de-software-e-tema-de-debate-na-codec,https://mclair.com.br/blog/lideranca-de-times-de-engenharia-de-software-e-tema-de-debate-na-codec/,https://mclair.com.br/uploads/blog/2021/lideranca-de-times-de-engenharia-de-software-e-tema-de-debate-na-codec.jpg,0.829
audiovisual-os-desafios-e-o-impacto-das-redes-sociais-para-a-publicida,https://mclair.com.br/blog/audiovisual-os-desafios-e-o-impacto-das-redes-sociais-para-a-publicida/,https://mclair.com.br/uploads/blog/2022/audiovisual-os-desafios-e-o-impacto-das-redes-sociais-para-a-publicida.png,0.829
o-que-top-gun-maverick-tem-a-nos-ensinar-sobre-o-futuro-da-automacao,https://mclair.com.br/blog/o-que-top-gun-maverick-tem-a-nos-ensinar-sobre-o-futuro-da-automacao/,https://mclair.com.br/uploads/blog/2022/o-que-top-gun-maverick-tem-a-nos-ensinar-sobre-o-futuro-da-automacao.png,0.828
leilao-da-justica-federal-tem-imoveis-no-abc-e-veiculos-com-50-de-desc,https://mclair.com.br/blog/leilao-da-justica-federal-tem-imoveis-no-abc-e-veiculos-com-50-de-desc/,https://mclair.com.br/uploads/blog/2023/leilao-da-justica-federal-tem-imoveis-no-abc-e-veiculos-com-50-de-desc.jpg,0.825
apps-de-reconhecimento-facial-alertam-para-riscos-de-controle-governam,https://mclair.com.br/blog/apps-de-reconhecimento-facial-alertam-para-riscos-de-controle-governam/,https://mclair.com.br/uploads/blog/2020/apps-de-reconhecimento-facial-alertam-para-riscos-de-controle-governam.jpg,0.819
experiencia-do-usuario-se-torna-recurso-imprescindivel-para-vendas-de-,https://mclair.com.br/blog/experiencia-do-usuario-se-torna-recurso-imprescindivel-para-vendas-de-/,https://mclair.com.br/uploads/blog/2020/experiencia-do-usuario-se-torna-recurso-imprescindivel-para-vendas-de-.jpg,0.819
o-que-as-empresas-de-ti-devem-fazer-para-superar-o-deficit-de-profissi,https://mclair.com.br/blog/o-que-as-empresas-de-ti-devem-fazer-para-superar-o-deficit-de-profissi/,https://mclair.com.br/uploads/blog/2021/o-que-as-empresas-de-ti-devem-fazer-para-superar-o-deficit-de-profissi.jpg,0.819
abrolhos-participa-de-mercado-italiano-com-a-vida-bruta-dos-animais-do,https://mclair.com.br/blog/abrolhos-participa-de-mercado-italiano-com-a-vida-bruta-dos-animais-do/,https://mclair.com.br/uploads/blog/2020/abrolhos-participa-de-mercado-italiano-com-a-vida-bruta-dos-animais-do.png,0.816
projeto-ze-conecta-amplia-inclusao-digital-a-alunos-em-situacao-vulner,https://mclair.com.br/blog/projeto-ze-conecta-amplia-inclusao-digital-a-alunos-em-situacao-vulner/,https://mclair.com.br/uploads/blog/2021/projeto-ze-conecta-amplia-inclusao-digital-a-alunos-em-situacao-vulner.jpeg,0.816
praticas-de-gestao-de-pessoas-ajudam-na-transformacao-de-conceitos-cul,https://mclair.com.br/blog/praticas-de-gestao-de-pessoas-ajudam-na-transformacao-de-conceitos-cul/,https://mclair.com.br/uploads/blog/2020/praticas-de-gestao-de-pessoas-ajudam-na-transformacao-de-conceitos-cul.png,0.812
abrolhos-filmes-cruza-mesa-e-consolida-se-como-player-no-mercado-audio,https://mclair.com.br/blog/abrolhos-filmes-cruza-mesa-e-consolida-se-como-player-no-mercado-audio/,https://mclair.com.br/uploads/blog/2020/abrolhos-filmes-cruza-mesa-e-consolida-se-como-player-no-mercado-audio.png,0.812
empresas-familiares-exigem-flexibilidade-e-comunicacao-empatica-do-exe,https://mclair.com.br/blog/empresas-familiares-exigem-flexibilidade-e-comunicacao-empatica-do-exe/,https://mclair.com.br/uploads/blog/2021/empresas-familiares-exigem-flexibilidade-e-comunicacao-empatica-do-exe.jpg,0.812
diversidade-nao-basta-resultado-tambem-depende-de-abertura-ao-contradi,https://mclair.com.br/blog/diversidade-nao-basta-resultado-tambem-depende-de-abertura-ao-contradi/,https://mclair.com.br/uploads/blog/2020/diversidade-nao-basta-resultado-tambem-depende-de-abertura-ao-contradi.jpg,0.81
lambda3-leva-debate-sobre-diversidade-e-inclusao-ao-programaria-summit,https://mclair.com.br/blog/lambda3-leva-debate-sobre-diversidade-e-inclusao-ao-programaria-summit/,https://mclair.com.br/uploads/blog/2021/lambda3-leva-debate-sobre-diversidade-e-inclusao-ao-programaria-summit.png,0.81
5-perguntas-cruciais-antes-de-formar-um-conselho-administrativo-ou-con,https://mclair.com.br/blog/5-perguntas-cruciais-antes-de-formar-um-conselho-administrativo-ou-con/,https://mclair.com.br/uploads/blog/2021/5-perguntas-cruciais-antes-de-formar-um-conselho-administrativo-ou-con.jpg,0.806
eficiencia-nas-nuvens-busca-por-multicloud-e-nuvem-hibrida-cresce-no-b,https://mclair.com.br/blog/eficiencia-nas-nuvens-busca-por-multicloud-e-nuvem-hibrida-cresce-no-b/,https://mclair.com.br/uploads/blog/2023/eficiencia-nas-nuvens-busca-por-multicloud-e-nuvem-hibrida-cresce-no-b.png,0.8
racismo-algoritmico-especialistas-apontam-caminhos-para-um-futuro-incl,https://mclair.com.br/blog/racismo-algoritmico-especialistas-apontam-caminhos-para-um-futuro-incl/,https://mclair.com.br/uploads/blog/2023/racismo-algoritmico-especialistas-apontam-caminhos-para-um-futuro-incl.jpg,0.8
oportunidade-de-capacitacao-em-ti-lambda3-apresenta-palestras-no-tdc-b,https://mclair.com.br/blog/oportunidade-de-capacitacao-em-ti-lambda3-apresenta-palestras-no-tdc-b/,https://mclair.com.br/uploads/blog/2022/oportunidade-de-capacitacao-em-ti-lambda3-apresenta-palestras-no-tdc-b.jpg,0.797
cotas-para-streaming-na-franca-realca-atraso-do-brasil-na-regulamentac,https://mclair.com.br/blog/cotas-para-streaming-na-franca-realca-atraso-do-brasil-na-regulamentac/,https://mclair.com.br/uploads/blog/2021/cotas-para-streaming-na-franca-realca-atraso-do-brasil-na-regulamentac.jpg,0.794
tecnologia-brasileira-para-o-setor-de-mineracao-e-energia-e-destaque-n,https://mclair.com.br/blog/tecnologia-brasileira-para-o-setor-de-mineracao-e-energia-e-destaque-n/,https://mclair.com.br/uploads/blog/2022/tecnologia-brasileira-para-o-setor-de-mineracao-e-energia-e-destaque-n.jpg,0.794
novos-nichos-do-marketing-de-influencia-podem-impactar-a-retomada-do-a,https://mclair.com.br/blog/novos-nichos-do-marketing-de-influencia-podem-impactar-a-retomada-do-a/,https://mclair.com.br/uploads/blog/2021/novos-nichos-do-marketing-de-influencia-podem-impactar-a-retomada-do-a.jpg,0.788
lambda3-consolida-as-unidades-negocios-de-produtos-digitais-do-ecossis,https://mclair.com.br/blog/lambda3-consolida-as-unidades-negocios-de-produtos-digitais-do-ecossis/,https://mclair.com.br/uploads/blog/2022/lambda3-consolida-as-unidades-negocios-de-produtos-digitais-do-ecossis.jpg,0.788
diversidade-etaria-por-que-a-geracao-40-e-essencial-para-o-mercado-de-,https://mclair.com.br/blog/diversidade-etaria-por-que-a-geracao-40-e-essencial-para-o-mercado-de-/,https://mclair.com.br/uploads/blog/2021/diversidade-etaria-por-que-a-geracao-40-e-essencial-para-o-mercado-de-.jpg,0.781
projeto-ze-conecta-amplia-a-inclusao-digital-para-alunos-da-fundacao-j,https://mclair.com.br/blog/projeto-ze-conecta-amplia-a-inclusao-digital-para-alunos-da-fundacao-j/,https://mclair.com.br/uploads/blog/2021/projeto-ze-conecta-amplia-a-inclusao-digital-para-alunos-da-fundacao-j.jpg,0.776
brasil-atinge-marco-positivo-em-negocios-durante-feira-internacional-d,https://mclair.com.br/blog/brasil-atinge-marco-positivo-em-negocios-durante-feira-internacional-d/,https://mclair.com.br/uploads/blog/2022/brasil-atinge-marco-positivo-em-negocios-durante-feira-internacional-d.jpg,0.776
como-a-ia-esta-impactando-o-futuro-das-profissoes-e-dos-conselhos-admi,https://mclair.com.br/blog/como-a-ia-esta-impactando-o-futuro-das-profissoes-e-dos-conselhos-admi/,https://mclair.com.br/uploads/blog/2023/como-a-ia-esta-impactando-o-futuro-das-profissoes-e-dos-conselhos-admi.png,0.773
como-a-compra-da-lambda3-vai-impactar-o-modelo-de-negocios-no-setor-de,https://mclair.com.br/blog/como-a-compra-da-lambda3-vai-impactar-o-modelo-de-negocios-no-setor-de/,https://mclair.com.br/uploads/blog/2021/como-a-compra-da-lambda3-vai-impactar-o-modelo-de-negocios-no-setor-de.jpg,0.77
por-que-a-seguranca-psicologica-de-colaboradores-e-fundamental-para-as,https://mclair.com.br/blog/por-que-a-seguranca-psicologica-de-colaboradores-e-fundamental-para-as/,https://mclair.com.br/uploads/blog/2022/por-que-a-seguranca-psicologica-de-colaboradores-e-fundamental-para-as.jpg,0.77
europa-busca-solucoes-brasileiras-para-o-desenvolvimento-das-industria,https://mclair.com.br/blog/europa-busca-solucoes-brasileiras-para-o-desenvolvimento-das-industria/,https://mclair.com.br/uploads/blog/2023/europa-busca-solucoes-brasileiras-para-o-desenvolvimento-das-industria.png,0.759
mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-,https://mclair.com.br/blog/mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-/,https://mclair.com.br/uploads/blog/2023/mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-.jpg,0.756
